1.596278416396273991e-01,3.569244099677497672e+00,9.461560318416160076e-01,-1.960936023061201627e+00,-1.808959308903336893e+00,1.756883567752266950e+00,1.902109147618314067e+00,1.658210861782621670e+00,-4.862589193756466921e-02,-1.542680951381883769e+00,6.383289727842165195e-01,4.337652233369854726e-01,2.228255007027172940e+00,3.271390390752269006e-01,-1.303177043298096249e+00,1.393693045421578347e+00,-1.913393146884079937e-02,-9.439776587140338293e-01,3.032225440488530710e-01,1.379264340952582879e-01,-4.915822883583995662e-01,9.700677016436509703e-01,-1.207980118748895215e+00,-7.435138109608441237e-03,2.957974336981524788e-01,7.000000000000000000e+00
-3.757384244413571661e+00,-2.659323358410120353e+00,5.744546298969378517e-01,2.710073678382552975e-01,-2.903185328321339909e-01,1.655315487102111405e+00,-2.489919240603681028e-01,-4.334987762304139403e-01,1.881514079665784545e+00,-1.599830128430069498e-01,-9.562453930398060464e-01,-8.097236771855103044e-01,-4.234123447748381897e-01,1.311667135122770445e+00,-1.348956095012801448e+00,3.061472541275171988e-01,-2.374114817531688959e-02,3.346792163688436794e-01,-4.246781428346966814e-01,-1.443823451024639493e-02,1.983252946391438065e-01,-4.778750239880274475e-01,-2.498935380303543285e-01,-3.407560002742019423e-01,3.417133293924897730e-01,1.000000000000000000e+00
1.299146449955525640e+00,-2.735297831214269948e+00,-3.708376333940086589e-01,-1.072875778575776096e+00,3.637340192032157415e-01,-3.216376532153824019e-01,-2.370624817414051400e+00,2.077340857186756651e+00,-1.884790098620747978e+00,-1.102867793321514078e+00,-2.774144794146121695e-01,1.599623871655273311e+00,8.753954032532120788e-01,1.488656888725814254e+00,-3.849566662820272933e-01,-2.044840047307120656e+00,-2.237138482709977449e-01,-8.366772771986361601e-01,1.368996745193585829e+00,-7.450120052492129608e-01,-7.359638012770792770e-01,2.294911891962810313e-01,8.705032964541825624e-01,7.059348741578844733e-01,2.180790639813137699e-02,3.000000000000000000e+00
2.133980391188968539e+00,-1.039968831447775743e+00,2.982760696573324211e+00,2.167782904717852066e+00,3.252063532895858256e+00,2.388884192075673152e+00,-2.423707897570130110e-01,7.204006691194311252e-01,1.304166001391543928e+00,2.986695028853707523e+00,1.364939654743655972e-01,5.753369242817660822e-01,-2.338978297741171275e+00,-1.218088899710414896e+00,1.575321136919214160e+00,-1.542326154569605645e+00,-3.898327004145066277e-01,-1.908775191311098851e+00,-8.173554341861264533e-03,-5.599496861725009600e-01,-7.537337476534475833e-01,-1.225767394283327205e-01,6.329167807786365563e-01,6.152820006118346896e-01,-8.708089713683507815e-01,2.000000000000000000e+00
-3.326363776467916589e-03,9.015774508598962678e-01,1.910634651966018005e+00,-7.729319407419339427e-01,-1.807345622092570103e+00,-1.344423616463684024e+00,-8.601906129760173991e-01,4.035886919731018208e-01,1.154616301118233990e+00,8.048625233976953730e-01,-6.300591315069050680e-01,1.240954109097159863e+00,-2.023036024362124818e-01,-5.206192795390469641e-01,1.047081645778727421e-02,2.655110002393609392e+00,7.934986059408342118e-01,2.311535289853711428e-01,7.344578522665857756e-01,-8.426826032400727140e-01,9.271980472676475404e-01,7.429966350882863946e-01,-1.800374400220590698e-01,-9.843356136141717672e-02,4.442341975227221962e-01,5.000000000000000000e+00
2.208893739294977898e+00,2.123500691424542897e+00,-8.916082128115312422e-01,3.736548901665204259e+00,4.138263918725235690e+00,-1.052077567184918072e+00,6.789170569169238334e-01,-5.451080622696695688e-01,1.247373655996468766e+00,-1.588174619271305987e+00,-3.690068089531862716e-01,1.627803601925891686e+00,1.151130673824706019e+00,1.882732550684433459e+00,4.212998406799225992e-02,2.287746212471573892e-01,-1.339686383287147509e+00,1.074392253021699162e+00,9.801954389381664079e-01,5.558625598507156429e-01,2.956043975442656513e-01,-3.915320362632304096e-01,3.081024236034520802e-01,1.895804401304840292e-02,-5.893746947539511005e-01,6.000000000000000000e+00
-3.395716626912156366e-01,3.894150280615313431e+00,-1.497945065617079408e+00,-1.211826418147521567e+00,2.438293598324834832e+00,-1.312809038606372880e+00,-2.568449283707950892e-01,-1.548715296997012769e-01,1.740217527874202919e+00,1.846716896736383617e+00,-1.267758898429667047e+00,8.852792015344007615e-01,2.364027770337537859e-01,-6.016555192273764785e-02,-1.686591303910847939e-01,-2.686133875743248467e-01,-4.881122473092940339e-01,-8.351161805910003455e-01,-9.746789851400572413e-02,-1.093729977636305639e+00,1.728627712175856646e+00,3.419474336957271099e-01,8.839355850994237151e-01,-2.244372874830271314e-01,4.144649199766762826e-01,9.000000000000000000e+00
-2.951185935311971598e+00,-3.715905141300515080e-01,-8.483802449889423780e-01,6.042530298186330473e-01,-1.744127508218964451e+00,-1.662566856194902742e+00,4.164304875133203465e-01,-5.915618779596359955e-01,-1.279088526581486640e+00,1.101646363623037805e+00,1.003382627750112333e+00,1.002510493679741543e+00,9.023909769171175599e-01,-6.407398275926966535e-01,5.112099172112462009e-01,-3.353174008759610691e-01,-7.195511413398452127e-01,-2.786603550255931094e-01,-1.556195083357391762e-01,-7.169186957729185572e-01,2.140772432565502814e-01,-3.528225912497300887e-01,6.499538150744550435e-01,2.137602719791067141e-01,2.268437359834558631e-01,1.000000000000000000e+00
5.341638723353630880e+00,-7.392606947922237826e-01,7.208673598502132185e-01,-1.264475592943695936e+00,-2.244650322353728633e+00,-8.784701033846203932e-01,1.099805167649000159e+00,-1.593771646987691026e+00,-4.741736379634167720e-02,8.514293440673301738e-01,-2.037884473410657371e+00,-3.377768571949501530e-01,-1.327486224790942027e+00,-7.372256583028111154e-02,-1.151764653591333065e+00,-4.171072532875138433e-02,3.048325804568661757e-01,7.676044204704028928e-01,-1.415687245058777910e-01,-1.034444638923858628e+00,3.411141284715565880e-02,4.790028173082536145e-02,-4.069947558187870795e-01,1.504560048197265548e-02,-6.820359386775201593e-02,0.000000000000000000e+00
1.716823349463289849e+00,2.396545377915461628e-01,-2.058518355878119710e+00,5.539930583818637899e+00,1.067993035695953274e+00,3.984028088508430598e-01,1.265051817096253473e+00,-9.271115930939284322e-01,-3.783643612575475212e-01,1.296700384438814191e-01,1.355668731343099731e+00,8.110515287446388166e-01,-4.377646749909106516e-01,-3.756334876021108493e-02,-4.432792535507791287e-01,2.286996090171400819e+00,3.007325185606782303e-02,-4.200329593021532304e-01,2.137898547680872952e+00,6.553754139264704737e-01,-2.879330161695303203e-01,6.880053640948059490e-01,-7.555590467299644342e-02,5.167160574217917191e-01,-6.052461368372377692e-02,6.000000000000000000e+00
